Name,Address,Cuisine
Hama Sushi Japanese Restaurant,"2415 Centreville Rd, Herndon, VA",Japanese
Heritage India,"2400 Wisconsin Ave., NW, Washington, DC",Indian
Il Pizzico,"15209 Frederick Rd., Rockville, MD",Italian
Inn at Little Washington,"309 Middle St, Washington, VA",Modern American
i Ricchi,"1220 19th St., NW, Washington, DC",Italian
Jaleo,"480 Seventh St., NW, Washington, DC",Spanish
Jaleo-2,"7271 Woodmont Ave., Bethesda, MD",Spanish
Jean-Michel,"10223 Old Georgetown Rd., Bethesda, MD",French
Jerry's,"9364 Lanham Severn Rd, Lanham-Seabrook, MD",Seafood
Johnny's Half Shell,"2002 P St., NW, Washington, DC",Seafood
Kaz Sushi Bistro,"1915 I St., NW, Washington, DC",Japanese
Kinkead's,"2000 Pennsylvania Ave., NW, Washington, DC",Seafood
La Bergerie,"218 N. Lee St., Alexandria, VA",French
La Chaumière,"2813 M St., NW, Washington, DC",French
La Colline,"400 N. Capitol St., NW, Washington, DC",French
La Côte d'Or Café,"6876 Lee Hwy., Arlington, VA",French
La Ferme,"7101 Brookville Rd, Chevy Chase, MD",French
L'Auberge Chez François,"332 Springvale Rd, Great Falls, VA",French
Lebanese Taverna,"2641 Connecticut Ave., NW, Washington, DC",Lebanese
Lebanese Taverna-2,"1101 S. Joyce St., Arlington, VA",Lebanese
Le Mannequin Pis,"18064 Georgia Ave., Olney, MD",Belgian
Le Relais,"1025 Seneca Rd, Great Falls, VA ",French
Les Folies,"2552 Riva Rd, Annapolis, MD",French
Les Halles,"1201 Pennsylvania Ave., NW, Washington, DC",French
Luigino,"1100 New York Ave., NW, Washington, DC",Italian
Maestro,"1700 Tysons Blvd, McLean, VA ",Italian
Majestic Cafe,"911 King St., Alexandria, VA",American
Malaysia Kopitiam,"1827 M St., NW, Washington, DC",Malaysian
Marcel's,"2401 Pennsylvania Ave., NW, Washington, DC",French-Belgian
Matuba,"2915 Columbia Pike, Arlington, VA",Japanese
Matuba-Bethesda,"4918 Cordell Ave., Bethesda, MD",Japanese
Melrose,"1201 24th St., NW, Washington, DC",Modern American
Michel Richard Citronelle,"3000 M St NW, Washington, DC ",French
Montmartre,"327 Seventh St., SE, Washington, DC",French
Mykonos Grill,"121 Congressional La., Rockville, MD",Greek
Nizam's,"523 Maple Ave. W., Vienna, VA",Turkish
Obelisk,"2029 P St., NW, Washington, DC",Italian
Palena,"3529 Connecticut Ave., NW, Washington, DC",American
The Palm,"1225 19th St., NW, Washington, DC",American
Persimmon,"7003 Wisconsin Ave., Bethesda, MD",Modern American
Petits Plats,"2653 Connecticut Ave., NW, Washington, DC",French
Pizzeria Paradiso,"2029 P St., NW, Washington, DC",Pizza
The Prime Rib,"2020 K St., NW, Washington, DC",American
Restaurant Seven,"8521 Leesburg Pike, Vienna, VA",Modern American
Ristorante Tosca,"1112 F St., NW, Washington, dc",Italian
RT's Restaurant,"3804 Mount Vernon Ave., Alexandria, VA",American
Sam Woo,"1054 Rockville Pike, Rockville, MD",Korean-Japanese
Seven Seas,"1776 E. Jefferson St., Rockville, MD",Chinese
1789 Restaurant,"1226 36th St., NW, Washington, DC",Modern American
South Beach,"7904 Woodmont Ave., Bethesda, MD",Caribbean
Stone Manor,"5820 Carroll Boyer Rd., Middletown, MD",Modern American
Strawberry's Bistro,"3851 Town Center Blvd., Bowie, MD",Modern American
Sushi-Ko,"2309 Wisconsin Ave., NW, Washington, DC",Japanese
Sweet Basil,"4910 Fairmont Ave., Bethesda, MD",Asian
Taberna del Alabardero,"1776 I St., NW, Washington, DC",Spanish
Tachibana,"6715 Lowell Ave., McLean, VA",Japanese
Tako Grill,"7756 Wisconsin Ave., Bethesda, MD",Japanese
Taste of Saigon,"410 Hungerford Dr., Rockville, MD",Vietnamese
Taste of Saigon-2,"8201 Greensboro Dr., McLean, VA",Vietnamese
Tavira,"8401 Connecticut Ave., Washington, MD",Portuguese
Teatro Goldoni,"1909 K St., NW, Washington, DC",Italian
Temel,"3232 Old Picket Rd., Fairfax, VA ",Mediterranean
TenPenh,"1001 Pennsylvania Ave., NW, Washington, DC",Asian
Tony Cheng's Seafood Restaurant,"621 H St NW, Washington, DC",Chinese
Turning Point Inn,"3406 Urbana Pike, Frederick, MD",Modern American
Vidalia,"1990 M St., NW, Washington, DC",Modern American
Woo Lae Oak,"1500 S. Joyce St., Arlington, VA",Korean
Würzburg Haus,"7236 Muncaster Mill Rd., Rockville, MD",German
